Compiler version,clang version 6.0.0 (trunk 309641)
Compiler flags,-Oz

Date,2017-08-01
Revision,309641

mpgcut-1.1,mpgcut.c.o,9667
jpeg-6b,ansi2knr.c.o,3230
jpeg-6b,cdjpeg.c.o,248
jpeg-6b,cjpeg.c.o,6439
jpeg-6b,ckconfig.c.o,2677
jpeg-6b,djpeg.c.o,7163
jpeg-6b,jcapimin.c.o,1138
jpeg-6b,jcapistd.c.o,655
jpeg-6b,jccoefct.c.o,2317
jpeg-6b,jccolor.c.o,1816
jpeg-6b,jcdctmgr.c.o,1782
jpeg-6b,jchuff.c.o,4196
jpeg-6b,jcinit.c.o,239
jpeg-6b,jcmainct.c.o,564
jpeg-6b,jcmarker.c.o,2728
jpeg-6b,jcmaster.c.o,3249
jpeg-6b,jcomapi.c.o,277
jpeg-6b,jcparam.c.o,3871
jpeg-6b,jcphuff.c.o,3680
jpeg-6b,jcprepct.c.o,1771
jpeg-6b,jcsample.c.o,2720
jpeg-6b,jctrans.c.o,1740
jpeg-6b,jdapimin.c.o,1587
jpeg-6b,jdapistd.c.o,1271
jpeg-6b,jdatadst.c.o,485
jpeg-6b,jdatasrc.c.o,505
jpeg-6b,jdcoefct.c.o,4419
jpeg-6b,jdcolor.c.o,1651
jpeg-6b,jddctmgr.c.o,993
jpeg-6b,jdhuff.c.o,3326
jpeg-6b,jdinput.c.o,1634
jpeg-6b,jdmainct.c.o,2072
jpeg-6b,jdmarker.c.o,8374
jpeg-6b,jdmaster.c.o,2262
jpeg-6b,jdmerge.c.o,1901
jpeg-6b,jdphuff.c.o,3824
jpeg-6b,jdpostct.c.o,1156
jpeg-6b,jdsample.c.o,2143
jpeg-6b,jdtrans.c.o,512
jpeg-6b,jerror.c.o,6215
jpeg-6b,jfdctflt.c.o,714
jpeg-6b,jfdctfst.c.o,562
jpeg-6b,jfdctint.c.o,805
jpeg-6b,jidctflt.c.o,1177
jpeg-6b,jidctfst.c.o,1090
jpeg-6b,jidctint.c.o,1335
jpeg-6b,jidctred.c.o,1540
jpeg-6b,jmemmgr.c.o,4374
jpeg-6b,jmemnobs.c.o,236
jpeg-6b,jpegtran.c.o,4548
jpeg-6b,jquant1.c.o,3607
jpeg-6b,jquant2.c.o,5282
jpeg-6b,jutils.c.o,599
jpeg-6b,rdbmp.c.o,2844
jpeg-6b,rdcolmap.c.o,1223
jpeg-6b,rdgif.c.o,149
jpeg-6b,rdjpgcom.c.o,2652
jpeg-6b,rdppm.c.o,2420
jpeg-6b,rdrle.c.o,0
jpeg-6b,rdswitch.c.o,2621
jpeg-6b,rdtarga.c.o,2323
jpeg-6b,transupp.c.o,5666
jpeg-6b,wrbmp.c.o,2164
jpeg-6b,wrgif.c.o,1792
jpeg-6b,wrjpgcom.c.o,3437
jpeg-6b,wrppm.c.o,845
jpeg-6b,wrrle.c.o,0
jpeg-6b,wrtarga.c.o,1125
zlib-1.1.4,adler32.c.o,477
zlib-1.1.4,compress.c.o,265
zlib-1.1.4,crc32.c.o,2437
zlib-1.1.4,deflate.c.o,7187
zlib-1.1.4,example.c.o,5417
zlib-1.1.4,gzio.c.o,4925
zlib-1.1.4,infblock.c.o,4376
zlib-1.1.4,infcodes.c.o,2047
zlib-1.1.4,inffast.c.o,1402
zlib-1.1.4,inflate.c.o,2347
zlib-1.1.4,inftrees.c.o,2765
zlib-1.1.4,infutil.c.o,425
zlib-1.1.4,minigzip.c.o,1641
zlib-1.1.4,trees.c.o,9768
zlib-1.1.4,uncompr.c.o,229
zlib-1.1.4,zutil.c.o,274
replaypc-0.4.0.preproc,ReplayPC.o,6092
replaypc-0.4.0.preproc,addressbook.o,1183
replaypc-0.4.0.preproc,bigfile.o,681
replaypc-0.4.0.preproc,build-ndx.o,1000
replaypc-0.4.0.preproc,cg.o,3613
replaypc-0.4.0.preproc,channelset.o,385
replaypc-0.4.0.preproc,crypt-test.o,2398
replaypc-0.4.0.preproc,crypt.o,1496
replaypc-0.4.0.preproc,dump-addressbook.o,788
replaypc-0.4.0.preproc,dump-cg2.o,734
replaypc-0.4.0.preproc,dump-channelset.o,624
replaypc-0.4.0.preproc,dump-filedarray.o,824
replaypc-0.4.0.preproc,dump-guide.o,973
replaypc-0.4.0.preproc,dump-headend.o,597
replaypc-0.4.0.preproc,dump-programset.o,1005
replaypc-0.4.0.preproc,dump-replaychannels.o,531
replaypc-0.4.0.preproc,dump-replayshows.o,526
replaypc-0.4.0.preproc,dump-zipcode2.o,526
replaypc-0.4.0.preproc,dump.o,2649
replaypc-0.4.0.preproc,filedarray.o,434
replaypc-0.4.0.preproc,find-GOPs.o,518
replaypc-0.4.0.preproc,guide.o,10278
